name,state_code,status,target_failure,funding_rounds,funding_total_usd,milestones,relationships,is_top500,has_VC,has_roundA,has_roundB,age_first_funding_year,age_last_funding_year,pred_failure_prob_rf,risk_bucket_rf
Simple Star,CA,acquired,0,2,7100000,3,3,1,0,1,0,2.5808,4.6082,0.19429127517069633,Low
StyleFeeder,MA,acquired,0,3,3500000,6,8,1,1,1,0,1.3315,2.9973,0.16548933423132964,Low
FlashSoft,CA,acquired,0,1,3000000,2,6,1,0,1,0,1.589,1.589,0.17036652650801443,Low
TrustDegrees,NY,closed,1,2,11000,1,5,0,0,0,0,0.1288,0.274,0.5903392639323208,Medium
Symwave,CA,acquired,0,3,26200000,1,4,1,1,0,0,6.5452,8.6,0.1827032515791632,Low
Clearwell Systems,CA,acquired,0,2,29000000,3,6,1,0,0,1,1.3259999999999998,2.7096,0.18556230792367298,Low
Impeva,CA,closed,1,1,10000000,0,2,0,0,0,1,4.8438,4.8438,0.7737444489049555,High
Nettle,CA,closed,1,1,500000,3,3,1,0,0,0,0.8521,0.8521,0.5925836144684264,Medium
CubeTree,CA,acquired,0,3,11500000,3,3,1,0,1,1,0.0849,1.8384,0.19634189106824762,Low
Infochimps,TX,acquired,0,5,5350000,3,8,1,0,1,0,1.1699,3.8932,0.28650553269134454,Low
Songbird,CA,closed,1,3,11015719,4,27,1,1,1,0,0.6658,3.989,0.2955683397081125,Low
SimpleGeo,CA,acquired,0,3,9807367,3,30,1,0,1,0,0.5288,1.0466,0.09235207174269827,Low
1000memories,CA,acquired,0,2,2535000,2,8,1,0,1,0,-0.4959,0.6301,0.21830413812568394,Low
SensorLogic,TX,acquired,0,3,19000000,2,4,1,1,0,1,5.4658,8.9534,0.21742495905382503,Low
TouristEye,CA,acquired,0,3,475000,1,4,0,0,0,0,0.0,2.7644,0.2627680748941215,Low
Oberon Media,NY,acquired,0,2,36000000,1,16,1,1,0,1,5.7671,7.862999999999999,0.15513133406600643,Low
Arroyo Video Solutions,CA,acquired,0,1,12000000,0,4,1,0,0,0,3.1671,3.1671,0.47237474611958447,Medium
Aragon Pharmaceuticals,CA,acquired,0,4,122000000,1,15,1,0,1,1,0.4,3.7589,0.1431137260415219,Low
#waywire,NY,acquired,0,1,1750000,2,8,1,0,0,0,0.0795,0.0795,0.34744776790271165,Medium
Feedtrace,NY,acquired,0,1,130000,2,3,0,0,0,0,0.5562,0.5562,0.7076156656885417,High
Five Star Technologies,OH,closed,1,3,13222860,0,4,1,1,0,0,7.9178,10.9041,0.8068029299287685,High
Vontoo,IN,closed,1,2,2192000,3,10,0,1,0,1,4.1315,6.1507,0.4415476310094827,Medium
Allurent,MA,acquired,0,1,2000000,1,4,1,1,0,0,5.1452,5.1452,0.2772360639681121,Low
Quantivo,CA,acquired,0,2,9400000,2,11,1,0,1,0,3.0219,4.9589,0.10066420057059287,Low
Crossing Automation,CA,acquired,0,4,13045000,0,2,1,0,1,1,5.3452,7.2274,0.4270845538126532,Medium
Scrapblog,CA,acquired,0,4,10000000,3,8,1,0,1,1,0.1753,4.0986,0.1462357532645636,Low
Yield Software,CA,acquired,0,1,6000000,1,7,1,0,0,1,1.4247,1.4247,0.1677972442383599,Low
FlyCast,PA,closed,1,2,2100000,1,3,0,1,0,0,2.0,3.5562,0.5997132601205112,Medium
Off & Away,WA,acquired,0,2,3250000,3,3,1,1,1,0,0.4192,0.8877,0.48589865076012617,Medium
CypherMax,CA,closed,1,3,148000000,0,1,1,1,0,1,6.5726,7.1562,0.6853816379312557,High
Nexsan,CA,acquired,0,2,24500000,1,10,1,1,1,0,3.9178,9.3014,0.15761160501381039,Low
Tipping Bucket,UT,closed,1,2,72000,1,4,0,0,0,0,-0.0192,0.8959,0.4966604508390233,Medium
Qlusters,CA,closed,1,1,10360000,1,3,1,0,0,0,6.6027,6.6027,0.402082805184571,Medium
Producteev,NY,acquired,0,3,1310000,2,12,1,0,0,0,0.0192,1.5699,0.14622167646371578,Low
SpinTheCam,NY,closed,1,1,150000,1,1,0,0,0,0,-0.1151,-0.1151,0.8936573273196404,High
Amalfi Semiconductor,CA,acquired,0,3,64000000,2,5,1,1,0,1,3.0877,9.3178,0.20433320990926582,Low
Dormzy,OH,closed,1,1,250000,1,2,0,0,0,0,0.0,0.0,0.9373742445988963,High
iChange,CA,acquired,0,3,1830000,1,6,0,0,1,0,-0.2521,2.0877,0.22682123631889833,Low
AppFog,OR,acquired,0,2,9800000,4,10,1,0,1,1,0.4192,1.0247,0.1056766108794429,Low
HotPads,CA,acquired,0,1,2300000,3,15,0,0,1,0,1.8247,1.8247,0.3251414847262428,Low
Sampa,WA,closed,1,2,1310000,4,3,0,0,0,0,2.4192,3.0904,0.5180032269034642,Medium
DanceJam,CA,closed,1,2,4500000,5,4,1,0,0,1,0.0822,0.8384,0.2589711176897673,Low
Right90,CA,acquired,0,3,22000000,1,5,1,0,1,1,2.1616,5.7315,0.11546101226197047,Low
SocialMedia.com,CA,acquired,0,3,10000000,3,23,1,0,1,1,0.6658,2.0795,0.056679168371914355,Low
BuyWithMe,NY,acquired,0,4,36500000,3,21,1,0,1,1,0.8904,2.2521,0.07102938164448941,Low
Photobucket,CO,acquired,0,7,33672656,3,35,1,1,1,1,1.7507,9.9589,0.23219527791435005,Low
XtremIO,CA,acquired,0,3,19000000,1,4,1,0,1,1,0.8603,2.926,0.10450414133775258,Low
Level 5 Networks,CA,acquired,0,1,30000000,1,3,1,0,0,1,3.4685,3.4685,0.3723420165994209,Medium
Votizen,CA,acquired,0,2,2250000,2,6,1,1,0,0,1.5151,2.937,0.2449719054598441,Low
Siimpel Corporation,CA,acquired,0,6,53818873,1,7,1,1,0,0,5.8658,9.9644,0.22734164554345293,Low
TalkPlus,CA,closed,1,1,5500000,0,6,1,0,1,0,2.6658,2.6658,0.5980271394224381,Medium
Napera Networks,WA,acquired,0,1,6000000,2,3,1,0,1,0,1.9973,1.9973,0.4011270257480868,Medium
NebuAd,CA,closed,1,2,30150000,3,2,1,0,1,1,1.4959,1.6658,0.43469062601778075,Medium
Tercica,CA,acquired,0,2,83000000,0,11,0,1,0,0,3.7863,5.5123,0.407213352082522,Medium
Robotgalaxy,NY,closed,1,2,12000000,0,1,0,0,1,1,1.0,2.7096,0.6864601743820558,High
PasswordBank,CA,acquired,0,2,3500000,2,6,0,0,1,0,0.1644,1.4986,0.23807898818901058,Low
SnapTell,CA,acquired,0,1,4000000,3,5,1,0,1,0,1.4301,1.4301,0.18187315264802018,Low
Gigi Hill,CA,closed,1,2,4000000,0,9,1,0,1,0,2.4521,3.6027,0.43838770685334283,Medium
CloudShield Technologies,CA,acquired,0,2,25000000,1,11,1,1,0,0,5.8274,7.7151,0.1348864824688872,Low
Instinctiv,NY,acquired,0,3,1420698,1,5,1,1,0,0,0.8356,3.7616,0.29365968229367356,Low
Anchor Bay Technologies,CA,acquired,0,2,10000000,1,5,1,1,1,0,1.6219,5.3315,0.26551354655112286,Low
Waze,CA,acquired,0,3,67000000,5,18,1,0,1,1,1.1644,4.7973,0.07562473208424433,Low
Aster Data Systems,CA,acquired,0,4,53000000,3,13,1,0,1,1,0.337,5.2301,0.07293275225585066,Low
Diversion,CA,closed,1,2,300000,2,5,1,0,0,1,0.4658,1.2247,0.48266903770926284,Medium
Codesion,CA,acquired,0,3,1400000,2,4,0,0,0,0,5.6685,8.5014,0.1959651480926548,Low
Xoopit,CA,acquired,0,2,6500000,3,4,1,0,1,0,2.9178,4.2548,0.16321768210733728,Low
One Block Off the Grid (1BOG),CA,acquired,0,1,5000000,3,8,1,0,1,0,1.2795,1.2795,0.19743274188195503,Low
Appature,WA,acquired,0,2,9600000,2,6,1,0,1,0,2.9342,5.5342,0.18173728904566488,Low
Action Engine,WA,acquired,0,5,58200000,3,9,1,0,1,1,0.2466,7.4164,0.16346313971941237,Low
Blackwave,MA,acquired,0,3,28000000,2,14,1,0,1,1,0.9151,3.7479,0.07659950383636878,Low
SoftLayer,TX,acquired,0,2,30000000,3,10,0,1,0,0,4.7479,5.2301,0.2718229487988397,Low
Mytopia,CA,acquired,0,2,3500000,2,10,0,0,1,0,1.0,2.1644,0.2068962865392005,Low
JackPot Rewards,MA,closed,1,1,16700000,2,7,0,0,1,0,0.0849,0.0849,0.5777024770465874,Medium
Andigilog,AZ,closed,1,1,18000000,0,0,1,0,0,1,11.1452,11.1452,0.8322837735931649,High
BARRX Medical,CA,acquired,0,1,15000000,1,6,1,0,0,0,7.537000000000001,7.537000000000001,0.32520553684391673,Low
Power Analog Microelectronics,CA,closed,1,2,12000000,0,2,1,0,1,1,3.9178,3.9178,0.5348557755790001,Medium
Classiphix,OH,closed,1,1,15000,1,1,0,0,0,0,1.2849,1.2849,0.9040365159200598,High
StartupDigest,WA,acquired,0,1,200000,3,11,0,1,0,0,1.3096,1.3096,0.43841750331754686,Medium
WiLinx,CA,closed,1,1,15000000,0,0,0,0,0,0,4.0274,4.0274,0.8011615948532066,High
Cohuman,CA,acquired,0,2,1400000,2,4,0,0,0,0,-0.0822,1.2301,0.2236906690499537,Low
Correlix,NY,closed,1,4,11400000,1,5,1,1,0,1,-0.8658,6.1233,0.4687284390411681,Medium
Redwood Systems,CA,acquired,0,4,34250000,2,14,1,1,1,1,0.7562,4.4137,0.06356607780811033,Low
OtherInbox,TX,acquired,0,4,3800000,4,4,1,0,1,0,0.0,2.7205,0.31015090087157376,Low
M-Factor,CA,acquired,0,2,10100000,1,3,1,1,0,0,4.4521,6.1151,0.31894915976372773,Low
Athena Design Systems,CA,closed,1,1,4000000,0,0,1,0,0,1,4.0795,4.0795,0.802667418309836,High
Servo Software,CA,acquired,0,1,3011408,3,11,1,0,0,1,1.9562,1.9562,0.11641121970753349,Low
Levanta,CA,closed,1,1,8000000,1,2,1,1,0,0,9.7315,9.7315,0.774193276773839,High
EdgeSpring,CA,acquired,0,2,12700000,1,15,1,0,1,0,0.0,2.8795,0.11215922678952045,Low
DotSpots,CA,closed,1,1,300000,4,5,0,0,0,0,0.0,0.0,0.7498635017567511,High
about.me,CA,acquired,0,1,5675000,2,21,1,1,0,0,0.0,0.0,0.262827371909676,Low
Republic Project,CA,acquired,0,1,1000000,2,13,1,0,0,0,4.0877,4.0877,0.1429327633602904,Low
Hit Systems,FL,closed,1,1,125000,0,2,0,0,0,0,0.0,0.0,0.9325000528650645,High
Yamisee,CT,closed,1,2,700000,2,2,0,0,0,0,0.2247,0.9534,0.6987802725160086,High
Thinkfuse,WA,acquired,0,2,532000,2,6,1,0,0,0,0.2521,0.6438,0.288259768160257,Low
EchoSign,CA,acquired,0,2,8500000,3,8,1,0,1,1,0.2137,2.2137,0.1631672076525833,Low
PI Corporation,WA,acquired,0,1,9400000,3,2,1,0,0,1,3.5699,3.5699,0.4985303541887128,Medium
"MoveableCode, Inc.",RI,closed,1,2,350000,1,3,1,0,0,0,-1.0,2.2493,0.6920081159825326,High
Daylife,NY,acquired,0,2,12300000,3,16,1,0,0,1,1.1671,3.2110000000000003,0.09053560267541275,Low
Desktone,MA,acquired,0,5,25413298,1,6,1,1,1,1,1.5753,5.9589,0.21274529425843136,Low
Pulse,CA,acquired,0,2,9800000,2,23,1,0,1,0,0.4329,1.126,0.09417786262294436,Low
Opzi,CA,closed,1,2,1015000,2,5,1,0,0,0,-0.3288,0.337,0.26673029060051157,Low
Standing Cloud,CO,acquired,0,5,10000003,2,4,1,1,1,1,0.0,3.4712,0.23354180497351137,Low
Where I've Been,IL,acquired,0,2,1750000,2,3,1,1,0,0,0.7699,2.8548,0.4274852034026603,Medium
HipChat,CA,acquired,0,1,100000,2,4,1,0,0,0,0.9397,0.9397,0.37115039146118695,Medium
ScaleIO,CA,acquired,0,1,12000000,2,1,1,1,0,0,1.926,1.926,0.46040307438153366,Medium
GroupMe,NY,acquired,0,2,11450000,3,16,1,0,0,1,0.3178,0.6795,0.0892902870309707,Low
WeAre.Us,CA,closed,1,1,50000,2,7,0,0,0,0,0.6685,0.6685,0.7554728886377662,High
Kickfire,CA,closed,1,1,20000000,2,4,1,0,0,1,2.5808,2.5808,0.35994970055618347,Medium
"LifeSize, a Division of Logitech",TX,acquired,0,2,42500000,3,16,1,0,0,0,2.9671,3.7151,0.23692576996127954,Low
CHiL Semiconductor,CA,acquired,0,3,22487000,2,7,1,1,0,1,0.0,2.3479,0.21392269858427526,Low
Aptana,CA,acquired,0,1,7800000,2,3,1,1,0,0,2.5342,2.5342,0.3043928189411356,Low
Enpirion,NJ,acquired,0,4,59000000,1,8,1,0,0,1,3.9726,10.2493,0.24013772445925335,Low
RFinity,ID,closed,1,1,4000000,4,5,1,0,1,0,2.337,2.337,0.3756765329638221,Medium
ecoATM,CA,acquired,0,4,71400000,3,6,1,1,1,0,1.5452,4.5178,0.22815417945660524,Low
Adura Technologies,CA,acquired,0,3,25500000,1,5,1,0,1,1,0.7918,4.3205,0.0825267625714389,Low
Rhythm NewMedia,CA,acquired,0,4,28932322,3,28,1,1,0,0,5.8603,7.6986,0.11496312480038287,Low
Topsy Labs,CA,acquired,0,6,35200000,3,18,1,1,1,1,0.9616,5.7151,0.08150381880520305,Low
Digit Wireless,MA,closed,1,2,10000000,1,2,1,1,0,0,5.2027,8.1178,0.5694759492528456,Medium
Silver Tail Systems,CA,acquired,0,3,22100000,4,11,1,1,1,1,0.7178,3.7068,0.10788366136148927,Low
Tatara Systems,MA,acquired,0,5,33000000,1,4,1,1,0,1,3.0521,9.4767,0.2316660381327238,Low
Reliant Technologies,CA,acquired,0,1,15000000,1,9,1,0,0,0,6.2986,6.2986,0.1855988260536362,Low
Atrua Technologies,CA,acquired,0,3,13000000,1,6,1,0,0,0,6.937,9.1589,0.220796802761529,Low
Casabi,CA,acquired,0,2,12800000,1,5,1,0,1,1,1.9671,3.1945,0.13443074661543278,Low
Peek & Co,NY,closed,1,2,626096,3,6,1,1,1,0,0.1671,3.7808,0.39468099898473635,Medium
Bluefin Labs,MA,acquired,0,4,20350000,3,12,1,0,1,1,-0.1671,3.6493,0.11497293917414576,Low
C2 Microsystems,CA,closed,1,1,10000000,1,1,1,1,0,0,5.7836,5.7836,0.6054962378288657,Medium
GoPollGo,CA,acquired,0,1,425000,3,5,1,0,0,0,0.5671,0.5671,0.2586258639462573,Low
Multigig,CA,acquired,0,3,37891054,1,5,1,1,0,1,5.3644,7.9781,0.15630652920838242,Low
Ortiva Wireless,CA,acquired,0,5,40000000,1,9,1,1,1,1,1.0877,7.7616,0.13601269756561563,Low
Sometrics,CA,acquired,0,3,5550000,4,10,1,0,1,1,0.7014,2.126,0.07356946174477012,Low
Kima Labs,CA,acquired,0,1,770000,3,3,1,0,0,0,0.5808,0.5808,0.5129295663893823,Medium
Chronicity,TX,closed,1,4,19550000,0,0,1,1,1,0,0.1068,4.7342,0.6841945007424975,High
Whiskey Media,CA,acquired,0,2,4000000,1,6,0,1,0,0,1.4795,2.2521,0.2816415578912469,Low
Jobfox,VA,acquired,0,4,42000000,4,14,1,0,1,1,1.0849,5.8192,0.10831267547094245,Low
Natural Cleaners Colorado,CO,closed,1,1,1900000,0,0,1,0,1,0,3.6548,3.6548,0.7970658208689272,High
Gaikai,CA,acquired,0,3,45039999,3,21,1,0,1,1,1.1781,2.7151,0.07046239067989735,Low
Blue Buzz Network,CA,closed,1,1,1310000,1,1,1,1,0,0,4.5315,4.5315,0.7452355678749211,High
Max-Viz,OR,acquired,0,1,3000000,1,3,0,0,1,0,7.0027,7.0027,0.45339178000078667,Medium
Cotendo,CA,acquired,0,4,36000000,3,9,1,0,1,1,0.0,3.4548,0.11801531826421588,Low
Particle Code,CA,acquired,0,1,3000000,1,3,0,1,0,0,0.1644,0.1644,0.5669667565409688,Medium
Flowgram,CA,closed,1,1,1300000,3,1,1,0,0,0,0.6685,0.6685,0.6040445587341662,Medium
JavaJobs,AR,closed,1,1,50000,1,1,0,1,0,0,9.7534,9.7534,0.8735995674522304,High
Behance,NY,acquired,0,1,6500000,3,15,1,0,1,0,6.2849,6.2849,0.10780439051362035,Low
Locu,MA,acquired,0,2,4600000,2,5,1,0,1,0,0.6822,1.3096,0.1281930173870047,Low
dynaTrace software,MA,acquired,0,3,21900000,2,5,1,1,1,1,2.1233,6.0192,0.12108978232772075,Low
Socialbomb,NY,acquired,0,1,240000,1,6,1,0,0,0,0.4904,0.4904,0.3914222309411311,Medium
Imagine Communications,CA,acquired,0,4,34700000,1,17,1,1,1,1,0.0,5.3014,0.10656735455431475,Low
Univa UD,IL,acquired,0,4,33000000,2,4,1,1,1,1,1.2274,5.8712,0.2208385299276364,Low
Tutorspree,NY,closed,1,2,1800000,2,3,1,1,0,0,1.3014,2.4685,0.5524603768643042,Medium
OneRiot,CO,acquired,0,3,27300000,4,14,1,0,1,1,0.0,3.6548,0.08475843236616523,Low
Moonshoot,CA,closed,1,2,6760000,2,6,1,1,0,0,3.1342,5.2521,0.430249302106011,Medium
ArcSight,CA,acquired,0,3,26914000,3,24,1,0,1,1,0.0,6.4986,0.05503376475668373,Low
AGEIA Technologies,CA,acquired,0,1,27500000,0,1,1,0,0,0,3.7562,3.7562,0.5012307773530503,Medium
U.S. Fiduciary,TX,closed,1,1,9000000,0,4,1,0,0,0,4.2795,4.2795,0.48930801793292517,Medium
Broadway Networks,CA,closed,1,1,954000,1,3,0,1,0,0,4.0356,4.0356,0.6745341771506179,High
Xelerated,CA,acquired,0,3,53000000,0,4,1,0,0,0,5.3041,8.6247,0.3254552188746124,Low
Oodle,CA,acquired,0,4,23100000,3,17,1,1,1,1,2.3315,6.6767,0.08429268019023581,Low
The Climate Corporation,CA,acquired,0,4,108900000,2,28,1,0,1,1,1.0,6.4548,0.13016588977961432,Low
Kosmix,CA,acquired,0,4,55000000,5,26,1,0,1,1,0.8329,3.937,0.06694751996914505,Low
Xtify Inc.,NY,acquired,0,2,5686383,3,9,0,0,1,0,1.0822,2.8548,0.2248936058036011,Low
Limerick BioPharma,CA,closed,1,6,49008830,1,4,1,1,1,0,4.4466,8.0849,0.4362021677702079,Medium
iSkoot,CA,acquired,0,3,32200000,0,10,1,0,1,1,1.6055,3.5479,0.1952105212978935,Low
Rudder,TX,closed,1,1,2000000,1,3,0,0,1,0,1.2904,1.2904,0.7344192185566717,High
Panvidea,NY,acquired,0,1,2700000,2,5,1,0,1,0,3.2137,3.2137,0.18865711666653054,Low
Sway,WI,closed,1,1,2000000,2,6,0,0,1,0,5.1315,5.1315,0.44147263690035726,Medium
TRAFFIQ,NY,acquired,0,3,18000000,3,16,1,1,1,1,0.0,3.9288,0.08704428713268195,Low
Dexterra,WA,acquired,0,5,122500000,2,9,1,1,0,0,5.6301,8.7589,0.15353921410622204,Low
CoTweet,CA,acquired,0,1,1100000,2,9,1,0,1,0,0.5178,0.5178,0.34931845651567855,Medium
Reef Point Systems,MA,closed,1,3,52000000,1,1,1,1,0,1,7.2521,9.2274,0.6078091799904932,Medium
Paracor Medical,CA,closed,1,1,44000000,1,5,1,0,0,0,8.4959,8.4959,0.7059728772142752,High
Causata,CA,acquired,0,2,15500000,2,12,1,0,1,1,0.7589,2.8329,0.06078727937151604,Low
Asempra Technologies,CA,acquired,0,1,20000000,1,4,1,0,0,1,3.1205,3.1205,0.20674827884182354,Low
